time_s,ax_ms2,ay_ms2,az_ms2,gx_dps,gy_dps,gz_dps,raw_pitch,kalman_pitch
8.497,5.6761962890625,0.5269042968750001,8.10714111328125,-2.8625954198473282,102.97709923664122,0.5343511450381679,-34.94,-34.33
8.5128,5.37681884765625,0.641865234375,7.692802734375,4.763358778625954,109.95419847328245,-3.6030534351145036,-34.86,-32.72
8.5304,5.125341796875,0.43110351562500004,8.131091308593751,6.755725190839694,111.87022900763358,-1.4885496183206106,-32.19,-30.84
8.5458,5.087021484375001,0.7328759765625,9.053173828125,-0.061068702290076333,121.22137404580153,-1.7404580152671756,-29.25,-29.02
8.5636,5.0463061523437505,0.61072998046875,9.1825048828125,-3.3053435114503817,116.18320610687023,-5.229007633587786,-28.74,-27.06
8.5808,4.857099609375,0.59396484375,8.98611328125,-2.3587786259541983,120.41984732824427,-5.083969465648855,-28.34,-25.17
8.5963,4.167333984375,0.469423828125,8.77774658203125,0.7480916030534351,143.04580152671755,-5.862595419847328,-25.36,-23.09
8.6138,4.27271484375,0.5484594726562501,8.41849365234375,10.030534351145038,130.16030534351145,-1.748091603053435,-26.86,-21.1
8.6293,4.11224853515625,0.613125,9.20406005859375,7.412213740458015,128.83969465648855,1.7938931297709924,-24.03,-19.36
8.6476,3.1063403320312504,0.6442602539062501,9.793234863281251,0.5114503816793893,123.0,1.381679389312977,-17.56,-17.17
8.6642,3.19735107421875,0.49097900390625004,9.81718505859375,-0.10687022900763359,109.74809160305344,-2.435114503816794,-18.02,-15.51
8.6799,3.5422338867187504,0.6466552734375001,9.9584912109375,4.267175572519084,113.89312977099236,-4.351145038167939,-19.54,-14.01
8.6977,3.12071044921875,0.8382568359375,9.59205322265625,4.893129770992366,163.93893129770993,-0.09923664122137404,-17.96,-11.44
8.7135,1.9303857421875001,0.661025390625,9.776469726562501,5.67175572519084,177.65648854961833,0.40458015267175573,-11.14,-8.79
8.7286,0.51492919921875,0.64905029296875,10.40156982421875,12.885496183206106,113.12213740458016,-2.213740458015267,-2.83,-6.95
8.7456,1.08494384765625,0.93166259765625,9.838740234375,14.687022900763358,64.35114503816794,0.8396946564885496,-6.26,-5.93
8.7603,1.59747802734375,0.97477294921875,9.263935546875,11.725190839694656,101.41221374045801,1.9236641221374047,-9.73,-4.71
8.7767,0.52929931640625,0.71132080078125,9.98483642578125,13.923664122137405,146.16030534351145,-2.1603053435114505,-3.03,-2.4
8.7935,1.04662353515625,0.7280859375000001,10.4758154296875,15.641221374045802,147.18320610687022,-1.015267175572519,-5.69,-0.23
8.8082,0.795146484375,0.6945556640625,10.260263671875,19.12213740458015,161.23664122137404,0.8244274809160306,-4.42,1.81
8.8232,-0.93166259765625,0.57719970703125,10.31055908203125,25.106870229007633,142.9083969465649,0.4122137404580153,5.16,3.94
8.8398,-1.61184814453125,0.996328125,10.5907763671875,23.35114503816794,40.16793893129771,-1.9083969465648856,8.62,4.72
8.8549,-0.3400927734375,1.4226416015625,10.7296875,11.557251908396946,-10.366412213740459,0.549618320610687,1.8,4.39
8.8695,0.29937744140625,1.044228515625,10.15727783203125,0.7786259541984732,25.03053435114504,2.3053435114503817,-1.68,4.43
8.8842,-1.1448193359375,0.45026367187500005,9.874665527343751,3.2290076335877864,53.23664122137404,-2.9923664122137406,6.61,5.21
8.9009,-1.02267333984375,0.8190966796875,10.10458740234375,11.961832061068701,32.969465648854964,-5.152671755725191,5.76,5.69
8.9157,-0.93884765625,1.10410400390625,9.9968115234375,13.679389312977099,20.580152671755727,-4.4961832061068705,5.33,5.91
8.9304,-0.890947265625,0.9436376953125001,10.193203125,18.450381679389313,11.351145038167939,-3.9083969465648853,4.97,5.98
8.9471,-0.8430468750000001,0.910107421875,10.3704345703125,22.85496183206107,1.5725190839694656,-6.809160305343512,4.63,5.88
8.9635,-0.32811767578125,1.43701171875,10.248288574218751,17.916030534351144,-10.458015267175572,-3.7404580152671754,1.82,5.48
8.9781,-0.98914306640625,1.36037109375,10.10458740234375,13.129770992366412,-11.49618320610687,-2.7557251908396947,5.54,5.26
8.995,-0.70174072265625,1.11847412109375,9.65911376953125,15.427480916030534,-3.8244274809160306,-3.030534351145038,4.13,5.08
9.0099,-0.59156982421875,1.0154882812500001,9.821975097656251,24.83206106870229,10.404580152671755,-4.450381679389313,3.43,5.09
9.0244,-0.9627978515625001,1.0705737304687502,9.934541015625001,33.32824427480916,13.694656488549619,-5.206106870229007,5.5,5.24
9.0395,-1.0705737304687502,1.2933105468750001,9.874665527343751,40.38167938931298,-8.274809160305344,-6.282442748091603,6.14,5.09
9.0562,-0.8071215820312501,1.4897021484375002,9.551337890625,50.3206106870229,-16.64885496183206,-6.99236641221374,4.77,4.74
9.0711,-0.7328759765625,1.6238232421875,10.02315673828125,60.43511450381679,-14.458015267175572,-7.580152671755725,4.13,4.44
9.0859,-0.59635986328125,1.93278076171875,10.399174804687501,70.77099236641222,-20.00763358778626,-8.061068702290076,3.23,4.05
9.1044,-0.41912841796875,2.30640380859375,10.3512744140625,70.35114503816794,8.076335877862595,-4.122137404580153,2.26,4.04
9.1189,-0.63228515625,2.2010229492187503,9.889035644531251,70.06106870229007,9.045801526717558,-3.1603053435114505,3.57,4.08
9.1338,-0.7807763671875,2.38783447265625,9.647138671875,74.46564885496183,-0.22900763358778625,-2.66412213740458,4.49,4.03
9.1487,-1.0705737304687502,2.5339306640625003,9.754914550781251,79.0,-6.259541984732825,-2.435114503816794,6.06,3.96
9.1666,-0.613125,2.89557861328125,9.77886474609375,83.79389312977099,-10.335877862595419,-0.9618320610687023,3.44,3.68
9.1814,-0.40954833984375,2.91473876953125,9.836345214843751,82.98473282442748,-3.145038167938931,1.1526717557251909,2.29,3.52
9.196,-0.4263134765625,2.9746142578125,9.7860498046875,83.43511450381679,3.572519083969466,-1.099236641221374,2.39,3.46
9.215,-0.5125341796875,3.3123120117187503,9.54415283203125,88.38931297709924,4.267175572519084,-3.312977099236641,2.9,3.43
9.2299,-0.6466552734375001,3.7697607421875,9.38608154296875,87.90076335877863,3.5572519083969465,-2.053435114503817,3.66,3.42
9.2446,-0.99393310546875,3.8679565429687504,9.223220214843751,84.78625954198473,9.145038167938932,-1.534351145038168,5.68,3.58
9.2612,-0.8023315429687501,4.0236328125,9.37650146484375,81.68702290076335,6.152671755725191,-0.3511450381679389,4.5,3.64
9.2759,-0.8095166015625,3.9901025390625002,9.53457275390625,79.78625954198473,2.6717557251908395,-0.03816793893129771,4.48,3.65
9.2909,-1.005908203125,3.9014868164062504,8.80648681640625,82.04580152671755,0.6183206106870229,-3.572519083969466,5.96,3.69
9.3078,-0.2347119140625,4.31822021484375,8.67955078125,88.8473282442748,-5.374045801526718,-7.442748091603053,1.39,3.44
9.3224,0.21794677734375,4.818779296875,8.65320556640625,92.05343511450381,2.16793893129771,-5.076335877862595,-1.26,3.21
9.3373,-0.54366943359375,4.83554443359375,8.602910156250001,93.42748091603053,11.534351145038167,-3.83206106870229,3.15,3.31
9.3518,-0.9029223632812501,4.9936157226562505,8.8472021484375,91.80916030534351,11.435114503816793,-4.809160305343512,5.08,3.48
9.3703,-0.6634204101562501,5.41034912109375,8.70110595703125,86.49618320610686,4.816793893129771,-3.9618320610687023,3.7,3.49
9.385,-0.65384033203125,5.692961425781251,8.50950439453125,82.93893129770993,5.458015267175573,-1.2595419847328244,3.65,3.51
9.3999,-0.91729248046875,5.66901123046875,8.18857177734375,81.31297709923665,5.206106870229007,-1.083969465648855,5.26,3.59
